first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, nw-score, norm-nw-score, sum scores, mean scores, min score,Column1
118," ""1 20 5 5 5 22 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.77464,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,]",40,1,, -7.0087, -0.333748, -2.77464
119," ""1 23 22 5 5 5 11 9 26 26 11 9 26 11 9 4 4 3 2 23 23 23 21 21 21"""," [2,7,14,24,42,75,134,216,134,330,465,635,809,987,1295,1696,2153,2153,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-2.08475,-0.475424,-0.139762,-0.995958,0,-0.814844,-0.0291174,-0.0114287,-1.31246,-0.934609,-0.164982,-0.892985,-0.74936,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,42,75,134,216,472/+,635,238,354,494,1295/+,1696,2153,2153,1002,1314,1715,1715,1715,1715,]",43,0.98913,, -13.4085, -0.53634, -2.08475
120," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
121," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.52851, -0.252036, -1.54152
122," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
123," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
124," ""1 20 22 5 5 5 26 26 26 11 9 11 9 11 9 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.94687,-1.09861,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,1002,1314,1715,1715,1715,1715,]",40,1,, -7.34164, -0.349602, -1.94687
125," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
126," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
127," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.48451, -0.248894, -1.54152
128," ""1 14 5 5 5 22 11 9 11 9 11 9 26 26 26 2"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.77464,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,]",28,1,, -5.76375, -0.38425, -2.77464
129," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
130," ""1 20 5 5 22 5 11 9 11 9 26 26 11 9 26 2 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,234,348,485,649,824,1015,824,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-1.82233,-0.274349,-0.260506,-0.0134955,-0.0645385,-3.07096,-inf,-0.617798,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [1,4,12,18,29,50,88,147,234,348,485,649,824,1015,1015/+|1002/+,1314,1715,1715,1715,1715,]",37,0.9875,, -inf, -inf, -inf
131," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
132," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
133," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
134," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.09861,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,139,222,335,472,635,809,987,1002,1314,1715,1715,1715,1715,]",38,1,, -5.39478, -0.269739, -1.38644
135," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,, -2.98911, -0.213508, -1.54152
136," ""1 22 5 22 5 5 11 9 11 9 11 9 26 26 26 4 4 3 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1696,2153,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.65529,-0.934609,-0.164982,-0.74936,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1696,2153,1002,1314,1715,1715,1715,1715,]",44,1,, -8.69718, -0.378138, -2.65529
137," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
138," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
139," ""1 19 5 22 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,234,348,485,649,824,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-1.82233,-0.274349,-0.260506,-0.0134955,-0.0645385,-0.617798,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,234,348,485,649,824,1002,1314,1715,1715,1715,1715,]",38,1,, -7.0182, -0.35091, -1.82233
140," ""1 19 5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-2.7366,-0.227679,-0.00569802,-0.040822,0,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -7.49389, -0.374694, -2.7366
141," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
142," ""1 25 5 5 5 22 11 9 11 9 26 26 11 9 26 3 4 3 3 3 4 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,649,824,1016,1004,1322,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-1.82233,-0.274349,-0.260506,-0.0134955,-0.0645385,-2.66549,-0.34484,-0.874572,-0.131996,-0.461154,-0.706451,-0.0180185,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,10,18,29,50,88,147,234,348,485,649,824,1016,1751/+|1749/+,1339/+|1337/+,2691/+|2189/+,3301/+|2745/+,3956/+|3365/+,1002,1314,1715,1715,1715,1715,]",46,0.986667,, -11.1786, -0.414023, -2.66549
143," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
144," ""1 19 5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,649,824,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-1.82233,-0.274349,-0.260506,-0.0134955,-0.0645385,-0.617798,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,234,348,485,649,824,1002,1314,1715,1715,1715,1715,]",38,1,, -6.5228, -0.32614, -1.82233
145," ""1 35 5 5 22 5 11 9 11 9 11 9 26 26 26 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1295,1696,1695,2153,1692,2148,1004,1322,5640,6133,6557,6932,7182,7390,1004,1322,1727,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.65529,-0.934609,-2.07565,-0.183337,-3.31204,-0.252055,-1.50971,-0.874572,-2.18122,-0.100083,-0.111226,-0.194156,-0.241162,-0.0953102,-0.105361,-0.874572,-0.131996,-1.44345,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",1," [1,4,12,18,29,50,88,147,232,345,482,645,820,1295,1696,1695,2153,1692,2148,1004,1322,5640,6133,6557,6932,7182,7390,1322/+,1727,1002,1314,1715,1715,1715,1715,]",69,0.997619,, -21.5127, -0.581426, -3.31204
146," ""1 33 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 4 2 4 3 3 2 3 4 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2148,1294,987,1295,1695,1295,987,987,1294,1693,2148,1004,1321,1295,987,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.50408,-0.897243,-0.252055,-1.50971,-2.74727,-1.31246,-0.518002,-2.10515,-0.518002,-1.94687,-1.50408,-1.0758,-0.128175,-1.50971,-0.640733,-1.84867,-0.518002,-1.09861,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",3," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2148,1320/+,1692/+,2691,3301,1320/+|987/+,1294,1693,2148,1004,1321,1295,2231/+|1319/+,2794/+|1724/+,3416/+|2184/+,4070/+|2738/+,4632/+|3357/+,5178/+|4012/+,]",61,0.987374,, -25.9308, -0.700832, -2.74727
147," ""1 31 22 5 5 5 26 26 11 9 11 9 11 9 26 3 4 3 3 4 3 3 4 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,137,220,330,465,625,797,1294,1692,2148,2691,3301,3956,1004,1321,1727,2189,2746,3365,2746,3365,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-1.9064,-0.00851069,-0.0987348,0,-0.594056,0,-0.25672,-0.897243,-0.252055,-0.329753,-0.706219,-0.192904,-0.13428,-0.640733,-0.176382,-0.461154,-0.742819,-0.138836,-3.23868,-0.138836,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,137,220,330,465,625,797,1294,1692,2148,2691,3301,3956,1004,1321,1727,2189,2746,3365,3301/+|1295/+|1294/+,1002,1314,1715,1715,1715,1715,]",61,0.997312,, -15.046, -0.45594, -3.23868
148," ""1 19 5 22 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-2.7366,-0.227679,-0.00569802,-0.040822,0,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -7.44989, -0.372495, -2.7366
149," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
150," ""1 19 5 5 5 22 9 11 9 26 26 11 9 11 26 23 23 23 21 21 21"""," [1,4,10,18,147,232,345,482,645,364,485,649,372,649,824,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-3.8036,-0.182484,-0.00358716,-0.0224654,-0.000949517,-5.25658,-0.435318,-0.0134955,-2.81704,-inf,-0.0645385,-0.617798,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1]",2," [1,4,10,18,147|147/+,232,345,482,645,364,671/+|649/+,372,846/+|837/+|824/+|372/+,1035/+|1002/+,1362/+|1314/+,1776/+|1715/+,2252/+|1715/+,2815/+|1715/+,3437/+|1715/+,]",34,0.982456,, -inf, -inf, -inf
151," ""1 25 5 5 5 22 11 9 11 9 11 9 26 26 26 3 4 3 4 3 3 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1004,1322,1727,1696,2153,1294,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.74231,-0.874572,-0.131996,-2.66723,-0.164982,-2.50767,-2.05412,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1004,1322,1727,1696,2153,1294,1002,1314,1715,1715,1715,1715,]",50,1,, -14.8404, -0.570785, -2.74231
152," ""1 25 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 3 3 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2691,3301,3221,3953,2691,6116,6541,6917,7170,7380,7580,7580]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.50408,-0.897243,-1.59913,-0.706219,-1.74047,-0.105361,-0.693147,-2.73437,0,0,0,0,0,0]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2691,3301,3221,3953,6116/+|2231/+|1319/+|1002/+|1002/+,6541/+|2794/+|1724/+|1314/+,6917/+|3416/+|2184/+|1715/+,7170/+|4070/+|2738/+|1715/+,7380/+|4632/+|3357/+|1715/+,7580/+|5178/+|4012/+|1715/+,]",48,0.993333,, -12.0262, -0.445416, -2.73437
153," ""1 22 5 22 5 5 11 9 11 9 11 9 26 26 26 4 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1695,2153,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.65529,-0.518002,-0.183337,-0.74936,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1695,2153,1002,1314,1715,1715,1715,1715,]",44,1,, -8.29893, -0.360823, -2.65529
154," ""1 25 5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 3 4 3 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2746,3365,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.74231,-0.640733,-0.176382,-0.461154,-0.742819,-0.138836,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2746,3365,1002,1314,1715,1715,1715,1715,]",50,1,, -8.67086, -0.333495, -2.74231
